feat size,coo 8-head,coo,csr 8-head,csr
1,26.807587404281488,3.8497162996622714,13.77753049402465,3.304692419724605
2,40.47317508367724,7.081445278263692,25.71489742905397,6.5481291165159
4,59.88956089143295,14.194699088720235,47.936012233644526,12.980842568792546
8,80.81696798939335,25.472757499676693,78.83967510506697,25.741556756755294
16,107.89182849686219,42.45926266904311,120.09595329488174,48.75371485956434
32,110.28526532934147,62.053149337791346,158.24349731044384,96.3854107338684
64,93.99755779879158,83.70441756519443,195.6769493534765,151.933342445486
128,87.75819575264487,110.31862465681003,224.97864853204592,211.99610212781585
