feat size,coo 8-head,coo,csr 8-head,csr
1,26.853075074379344,3.9395804822595863,13.793017479482458,3.2429529834547113
2,39.01458664723015,7.103999269719931,24.93408533293608,6.38324822791237
4,58.24827632104559,14.388746200623356,47.1421122362766,12.961451331512063
8,78.10137126946933,26.290833273570417,79.06533360815972,25.88694451564202
16,108.11624158104732,42.82081955265531,120.84101129282719,49.90692766368204
32,110.45932653685834,62.49405118319305,158.3988350263734,96.845257084108
64,95.29705660538455,83.88471788589416,196.5677864991788,152.7659006092389
128,88.2208475119426,110.57142710778596,226.35754359945685,208.57196216174802
