feat size,coo 8-head,coo,csr 8-head,csr
1,34.39209366092432,13.260322608542237,16.911244307406797,8.58216990730047
2,65.23702841512439,24.765919284913164,33.09306915193388,16.869057574801054
4,124.8535776770117,50.50910741413603,65.81392164803428,33.83126800308999
8,214.77555538381347,97.42770759779877,120.86861518298036,66.65271938600141
16,255.8643550765559,181.71562362831628,173.88034727755618,127.19650462334016
32,189.22719367368995,294.0717923156218,165.11373335021386,230.98829638739423
64,204.77897413063482,432.5074510448241,188.82723850250702,385.7587313117734
128,213.49888865326412,561.4117517888039,204.48175229781458,583.2977211244051
